kepoi_name,kepler_name,glon,glat,sma,smaunc,prad,pradunc,kepoi_type
KOI 942.01,,76.227520,18.016133,0.0960,,3.08,,CANDIDATE
KOI 943.01,,76.418542,17.564933,0.0440,,2.23,,CANDIDATE
KOI 944.01,,79.199906,11.637941,0.0390,,4.29,,CANDIDATE
KOI 945.01,,80.302353,9.745337,0.1730,,2.27,,CANDIDATE
KOI 945.02,,80.302353,9.745337,0.2350,,2.64,,CANDIDATE
KOI 947.01,,78.483828,13.554862,0.1490,,2.49,,CANDIDATE
KOI 949.01,,78.092305,14.739977,0.1040,,2.92,,CANDIDATE
KOI 951.01,,79.304704,12.256053,0.1020,,3.74,,CANDIDATE
KOI 951.02,,79.304704,12.256053,0.1900,,2.87,,CANDIDATE
KOI 952.01,KEPLER-32 b,80.539118,9.962309,0.0530,,2.25,,CONFIRMED
KOI 952.02,KEPLER-32 c,80.539118,9.962309,0.0690,,2.15,,CONFIRMED
KOI 952.03,,80.539118,9.962309,0.1300,,2.64,,CANDIDATE
KOI 952.04,,80.539118,9.962309,0.0330,,1.15,,CANDIDATE
KOI 953.01,,77.205006,17.052034,0.0460,,4.76,,CANDIDATE
KOI 954.01,,77.599806,15.924107,0.0770,,2.72,,CANDIDATE
KOI 954.02,,77.599806,15.924107,0.2130,,2.88,,CANDIDATE
KOI 955.01,,77.945568,15.155331,0.0740,,2.65,,CANDIDATE
KOI 956.01,,76.629874,18.762031,0.0730,,3.78,,CANDIDATE
KOI 960.01,,77.442100,10.198739,0.1160,,14.97,,CANDIDATE
KOI 961.01,KEPLER-42 b,76.918608,12.547980,0.0190,,2.86,,CONFIRMED
KOI 961.02,KEPLER-42 c,76.918608,12.547980,0.0100,,2.63,,CONFIRMED
KOI 961.03,KEPLER-42 d,76.918608,12.547980,0.0250,,2.54,,CONFIRMED
KOI 972.01,,77.952467,20.522235,0.1400,,5.96,,CANDIDATE
KOI 974.01,,79.330108,10.919936,0.3090,,3.23,,CANDIDATE
KOI 975.01,KEPLER-21 b,69.856227,13.336874,0.0430,,1.72,,CONFIRMED
KOI 976.01,,70.914779,10.730849,0.3270,,84.38,,CANDIDATE
KOI 977.01,,80.993414,14.068358,0.0240,,63.45,,CANDIDATE
KOI 981.01,,74.543644,18.127563,0.0550,,3.07,,CANDIDATE
KOI 984.01,,69.405677,9.900746,0.0520,,3.19,,CANDIDATE
KOI 986.01,,70.788131,9.806933,0.0760,,1.85,,CANDIDATE
KOI 986.02,,70.788131,9.806933,0.3370,,1.54,,CANDIDATE
KOI 987.01,,76.400644,9.563648,0.0420,,1.28,,CANDIDATE
KOI 988.01,,70.218421,10.020447,0.0890,,2.20,,CANDIDATE
KOI 988.02,,70.218421,10.020447,0.1580,,2.17,,CANDIDATE
KOI 989.03,,81.371536,11.535527,0.1220,,3.69,,CANDIDATE
KOI 991.01,,80.632480,11.061741,0.1040,,2.74,,CANDIDATE
KOI 992.01,,69.768753,9.677567,0.0900,,1.84,,CANDIDATE
KOI 993.01,,69.665299,10.313456,0.1500,,1.71,,CANDIDATE
KOI 994.01,,69.640712,9.932940,0.0500,,1.35,,CANDIDATE
KOI 998.01,,69.738610,9.766903,0.5910,,27.86,,CANDIDATE
KOI 999.01,,70.583454,9.221162,0.1180,,2.57,,CANDIDATE
KOI 1001.01,,70.254693,9.433984,0.2550,,4.73,,CANDIDATE
KOI 1001.02,,70.254693,9.433984,0.5790,,3.70,,CANDIDATE
KOI 1002.01,,69.742007,10.391996,0.0450,,1.36,,CANDIDATE
KOI 1003.01,,69.955167,10.808102,0.0740,,10.84,,CANDIDATE
KOI 1005.01,,72.368809,13.551479,0.1920,,4.59,,CANDIDATE
KOI 1007.01,,70.209292,9.215965,0.0730,,2.01,,CANDIDATE
KOI 1010.01,,69.466787,9.657546,0.4780,,1.57,,CANDIDATE
KOI 1013.01,,74.324137,10.323043,0.0120,,2.22,,CANDIDATE
KOI 1014.01,,78.934565,7.372501,0.1050,,1.80,,CANDIDATE
KOI 1015.01,,75.376001,14.313528,0.0920,,2.64,,CANDIDATE
KOI 1015.02,,75.376001,14.313528,0.0530,,1.40,,CANDIDATE
KOI 1017.01,,77.288224,10.628375,0.1250,,3.36,,CANDIDATE
KOI 1019.01,,77.791570,9.558121,0.0390,,2.06,,CANDIDATE
KOI 1020.01,,70.788535,8.914572,0.2820,,58.68,,CANDIDATE
KOI 1022.01,,70.859418,9.540083,0.1340,,2.56,,CANDIDATE
KOI 1024.01,,70.678697,9.772321,0.0520,,1.71,,CANDIDATE
KOI 1029.01,,70.529539,9.353123,0.1980,,3.04,,CANDIDATE
KOI 1030.01,,70.364417,10.292356,0.0880,,2.09,,CANDIDATE
KOI 1031.01,,71.123217,8.798844,0.1140,,1.99,,CANDIDATE
KOI 1032.01,,70.371345,9.552427,,,25.34,,CANDIDATE
KOI 1050.01,,75.352535,7.901261,0.0210,,1.35,,CANDIDATE
KOI 1050.02,,75.352535,7.901261,0.0350,,1.35,,CANDIDATE
KOI 1051.01,,74.688965,9.852258,0.0700,,2.22,,CANDIDATE
KOI 1052.01,,73.250486,12.211899,0.1310,,2.42,,CANDIDATE
KOI 1052.02,,73.250486,12.211899,0.0710,,1.66,,CANDIDATE
KOI 1053.01,,73.242469,12.126895,0.0220,,1.25,,CANDIDATE
KOI 1054.01,,72.713810,13.483612,0.0620,,18.46,,CANDIDATE
KOI 1059.01,,75.540320,8.161025,0.0190,,0.96,,CANDIDATE
KOI 1060.01,,74.025258,10.426691,0.1100,,1.88,,CANDIDATE
KOI 1060.02,,74.025258,10.426691,0.0590,,1.34,,CANDIDATE
KOI 1060.04,,74.025258,10.426691,0.0850,,1.36,,CANDIDATE
KOI 1061.01,,73.251960,12.527657,0.2320,,2.31,,CANDIDATE
KOI 1066.01,,79.123324,7.577176,0.0590,,8.83,,CANDIDATE
KOI 1069.02,,75.095013,15.373322,0.0350,,2.25,,CANDIDATE
KOI 1070.01,,77.247358,10.898444,0.0690,,2.42,,CANDIDATE
KOI 1070.02,,77.247358,10.898444,0.4430,,4.10,,CANDIDATE
KOI 1070.03,,77.247358,10.898444,0.4010,,2.82,,CANDIDATE
KOI 1072.01,,75.938028,13.451494,0.0890,,2.39,,CANDIDATE
KOI 1074.01,,79.149793,14.298977,0.0490,,11.56,,CANDIDATE
KOI 1078.01,,81.737536,9.073241,0.0360,,2.02,,CANDIDATE
KOI 1078.02,,81.737536,9.073241,0.0580,,2.34,,CANDIDATE
KOI 1078.03,,81.737536,9.073241,0.1510,,2.33,,CANDIDATE
KOI 1081.01,,80.031126,12.079257,0.0930,,2.19,,CANDIDATE
KOI 1082.01,,79.245933,13.691658,0.0650,,1.51,,CANDIDATE
KOI 1083.01,,80.912434,10.517165,0.0720,,1.63,,CANDIDATE
KOI 1085.01,,76.365844,20.707855,0.0640,,1.10,,CANDIDATE
KOI 1086.01,,76.828636,19.323197,0.1710,,2.07,,CANDIDATE
KOI 1089.01,,72.017870,8.217611,0.3830,,9.32,,CANDIDATE
KOI 1089.02,,72.017870,8.217611,0.1040,,5.07,,CANDIDATE
KOI 1094.01,,71.208358,8.904797,0.0650,,2.77,,CANDIDATE
KOI 1095.01,,69.648997,13.026668,0.2650,,8.43,,CANDIDATE
KOI 1096.01,,70.449395,11.171278,,,8.62,,CANDIDATE
KOI 1099.01,,70.682799,10.060586,0.5680,,5.63,,CANDIDATE
KOI 1101.01,,71.932944,8.455257,0.0360,,1.37,,CANDIDATE
KOI 1102.01,KEPLER-24 c,70.549869,11.018411,0.1030,,2.90,,CONFIRMED
KOI 1102.02,KEPLER-24 b,70.549869,11.018411,0.0780,,2.74,,CONFIRMED
KOI 1103.01,,71.280074,8.906832,0.4210,,6.94,,CANDIDATE
KOI 1106.01,,71.384515,9.412702,0.0750,,2.21,,CANDIDATE
KOI 1108.01,,69.252014,13.821168,0.1290,,1.94,,CANDIDATE
KOI 1109.01,,70.976136,10.181288,0.0600,,0.65,,CANDIDATE
KOI 1110.01,,69.298064,13.020391,0.0830,,1.57,,CANDIDATE
KOI 1111.01,,71.160419,9.682061,0.0900,,1.60,,CANDIDATE
KOI 1112.01,,70.253233,11.432562,0.2140,,2.08,,CANDIDATE
KOI 1113.01,,70.843348,9.790198,0.1760,,2.84,,CANDIDATE
KOI 1113.02,,70.843348,9.790198,0.3840,,3.10,,CANDIDATE
KOI 1114.01,,70.508117,11.241119,0.0700,,1.93,,CANDIDATE
KOI 1115.01,,70.791215,10.251019,0.1050,,2.10,,CANDIDATE
KOI 1116.01,,70.454557,10.559748,0.0470,,1.56,,CANDIDATE
KOI 1117.01,,70.647557,10.524429,0.1070,,2.20,,CANDIDATE
KOI 1118.01,,70.701694,10.006604,0.0750,,2.52,,CANDIDATE
KOI 1127.01,,73.644881,12.639294,0.0590,,2.66,,CANDIDATE
KOI 1127.02,,73.644881,12.639294,0.0790,,1.69,,CANDIDATE
KOI 1127.03,,73.644881,12.639294,0.0390,,1.38,,CANDIDATE
KOI 1128.01,,73.979824,11.788278,0.0190,,1.41,,CANDIDATE
KOI 1129.01,,72.580449,14.582250,0.0530,,1.71,,CANDIDATE
KOI 1141.01,,73.917242,18.677223,0.0520,,1.58,,CANDIDATE
KOI 1142.01,,75.116769,15.472418,0.0450,,1.69,,CANDIDATE
KOI 1144.01,,76.740397,11.952790,0.0330,,1.51,,CANDIDATE
KOI 1145.01,,78.042203,9.638832,0.1910,,2.49,,CANDIDATE
KOI 1146.01,,74.661764,16.724111,0.0590,,1.15,,CANDIDATE
KOI 1148.01,,73.858135,19.055159,0.1030,,1.86,,CANDIDATE
KOI 1149.01,,74.399996,17.580738,0.0650,,0.88,,CANDIDATE
KOI 1150.01,,73.618674,19.303850,0.0150,,1.10,,CANDIDATE
KOI 1151.01,,73.928065,18.468418,0.0520,,0.84,,CANDIDATE
KOI 1151.02,,73.928065,18.468418,0.0660,,0.97,,CANDIDATE
KOI 1152.01,,80.827427,11.010841,0.0460,,15.97,,CANDIDATE
KOI 1159.01,,81.074668,10.896535,0.2950,,4.99,,CANDIDATE
KOI 1160.01,,78.216937,16.582557,0.0990,,2.48,,CANDIDATE
KOI 1161.01,,81.877280,9.704070,0.0600,,1.65,,CANDIDATE
KOI 1161.02,,81.877280,9.704070,0.0890,,2.00,,CANDIDATE
KOI 1161.03,,81.877280,9.704070,0.0370,,1.24,,CANDIDATE
KOI 1162.01,,78.876680,15.959053,0.5610,,4.15,,CANDIDATE
KOI 1163.01,,79.503012,14.436316,0.0360,,1.52,,CANDIDATE
KOI 1163.02,,79.503012,14.436316,0.0710,,1.39,,CANDIDATE
KOI 1164.01,,79.733837,13.471236,0.0150,,0.77,,CANDIDATE
KOI 1165.01,,79.233697,14.494529,0.0680,,2.65,,CANDIDATE
KOI 1166.01,,80.744175,11.400358,0.0770,,2.46,,CANDIDATE
KOI 1168.01,,78.378045,16.694415,,,3.62,,CANDIDATE
KOI 1169.01,,76.764801,20.472792,0.0160,,1.49,,CANDIDATE
KOI 1170.01,,80.993113,11.452777,0.0690,,1.69,,CANDIDATE
KOI 1174.01,,80.892686,10.948409,,,2.50,,CANDIDATE
KOI 1175.01,,80.685085,11.530967,0.1990,,2.18,,CANDIDATE
KOI 1176.01,,71.589332,10.081654,0.0280,,10.95,,CANDIDATE
KOI 1177.01,,71.402010,9.979337,0.0400,,11.01,,CANDIDATE
KOI 1187.01,,71.379459,10.845665,0.0090,,3.38,,CANDIDATE
KOI 1191.01,,72.315982,8.870189,0.0810,,3.50,,CANDIDATE
KOI 1192.01,,71.096308,10.742372,,,35.15,,CANDIDATE
KOI 1193.01,,70.370999,13.114027,0.4370,,8.34,,CANDIDATE
KOI 1194.01,,72.036950,8.785502,0.0700,,1.82,,CANDIDATE
KOI 1194.02,,72.036950,8.785502,0.1000,,1.40,,CANDIDATE
KOI 1194.03,,72.036950,8.785502,0.0430,,1.08,,CANDIDATE
KOI 1198.01,,71.441128,9.646937,0.1340,,2.97,,CANDIDATE
KOI 1198.02,,71.441128,9.646937,0.1000,,1.97,,CANDIDATE
KOI 1198.03,,71.441128,9.646937,0.2280,,2.92,,CANDIDATE
KOI 1198.04,,71.441128,9.646937,0.0210,,1.52,,CANDIDATE
KOI 1199.01,,72.283368,8.967265,0.2540,,2.26,,CANDIDATE
KOI 1201.01,,72.023527,9.855464,0.0320,,1.24,,CANDIDATE
KOI 1202.01,,71.210869,10.222287,0.0160,,1.19,,CANDIDATE
KOI 1203.01,,72.306016,9.133357,0.2000,,2.91,,CANDIDATE
KOI 1203.02,,72.306016,9.133357,0.1160,,2.43,,CANDIDATE
KOI 1203.03,,72.306016,9.133357,0.2650,,2.79,,CANDIDATE
KOI 1204.01,,70.585995,11.394936,0.0820,,1.84,,CANDIDATE
KOI 1205.01,,73.124221,7.444472,0.0840,,2.13,,CANDIDATE
KOI 1206.01,,72.325653,8.803975,,,6.03,,CANDIDATE
KOI 1207.01,,69.859192,13.717868,0.1010,,2.41,,CANDIDATE
KOI 1208.01,,72.312182,9.092140,,,6.27,,CANDIDATE
KOI 1209.01,,70.153292,12.651877,0.7370,,5.77,,CANDIDATE
KOI 1210.01,,72.309994,9.111112,0.1230,,2.19,,CANDIDATE
KOI 1212.01,,71.547861,10.114688,0.0970,,1.63,,CANDIDATE
KOI 1214.01,,72.684397,7.878677,0.0490,,1.30,,CANDIDATE
KOI 1215.01,,69.944202,14.038201,0.1390,,2.92,,CANDIDATE
KOI 1215.02,,69.944202,14.038201,0.2140,,3.36,,CANDIDATE
KOI 1216.01,,70.375875,12.906526,0.0920,,1.57,,CANDIDATE
KOI 1218.01,,70.947211,10.681444,0.1810,,2.22,,CANDIDATE
KOI 1219.01,,70.844202,10.938638,0.0420,,0.63,,CANDIDATE
KOI 1220.01,,70.242552,13.551576,0.0690,,1.95,,CANDIDATE
KOI 1221.01,,70.772121,11.390333,0.1950,,2.93,,CANDIDATE
KOI 1221.02,,70.772121,11.390333,0.2760,,2.21,,CANDIDATE
KOI 1222.01,,72.060138,9.943765,0.0570,,1.97,,CANDIDATE
KOI 1226.01,,75.842324,9.019330,0.4880,,35.39,,CANDIDATE
KOI 1227.01,,76.501938,7.818740,0.0310,,26.37,,CANDIDATE
KOI 1230.01,,76.764125,6.902142,0.6720,,37.08,,CANDIDATE
KOI 1236.01,,73.146971,14.724268,0.2190,,3.02,,CANDIDATE
KOI 1236.02,,73.146971,14.724268,0.1070,,2.04,,CANDIDATE
KOI 1238.01,,76.083868,8.009878,0.1650,,1.83,,CANDIDATE
KOI 1239.01,,74.506884,11.423439,0.0170,,1.58,,CANDIDATE
KOI 1239.02,,74.506884,11.423439,0.0430,,1.74,,CANDIDATE
KOI 1240.01,,74.404217,12.025434,0.0320,,1.36,,CANDIDATE
KOI 1240.02,,74.404217,12.025434,0.0540,,2.34,,CANDIDATE
KOI 1241.01,KEPLER-56 c,74.925599,10.314489,0.1670,,7.85,,CONFIRMED
KOI 1241.02,KEPLER-56 b,74.925599,10.314489,0.1040,,3.84,,CONFIRMED
KOI 1242.01,,74.550576,11.403377,0.4420,,50.39,,CANDIDATE
KOI 1244.01,,74.662250,11.450337,0.0970,,1.57,,CANDIDATE
KOI 1245.01,,74.732445,11.285031,0.1160,,1.97,,CANDIDATE
KOI 1246.01,,74.138418,11.868592,0.1380,,2.42,,CANDIDATE
KOI 1255.01,,76.590276,13.005683,0.3540,,9.33,,CANDIDATE
KOI 1257.01,,76.891794,13.317442,0.3570,,7.03,,CANDIDATE
KOI 1258.01,,77.669301,11.413471,0.2130,,5.13,,CANDIDATE
KOI 1258.02,,77.669301,11.413471,0.1160,,2.24,,CANDIDATE
KOI 1261.01,,75.643605,15.919838,0.5200,,7.24,,CANDIDATE
KOI 1261.02,,75.643605,15.919838,0.1220,,2.09,,CANDIDATE
KOI 1264.01,,75.394118,16.281166,0.1090,,3.04,,CANDIDATE
KOI 1266.01,,75.128492,16.560614,0.0850,,2.03,,CANDIDATE
KOI 1268.01,,76.557458,14.208270,,,11.77,,CANDIDATE
KOI 1270.01,KEPLER-57 b,77.412536,11.657822,0.0590,,2.19,,CONFIRMED
KOI 1270.02,KEPLER-57 c,77.412536,11.657822,0.0940,,1.55,,CONFIRMED
KOI 1271.01,,77.742640,11.324836,0.6150,,10.29,,CANDIDATE
KOI 1273.01,,75.444217,16.727965,0.2240,,3.50,,CANDIDATE
KOI 1274.01,,74.789139,18.576261,,,4.73,,CANDIDATE
KOI 1275.01,,79.371836,8.191119,0.2540,,3.09,,CANDIDATE
KOI 1276.01,,75.239507,17.395082,0.1540,,2.04,,CANDIDATE
KOI 1276.02,,75.239507,17.395082,0.1070,,1.24,,CANDIDATE
KOI 1278.01,,74.876063,17.533125,0.1640,,1.85,,CANDIDATE
KOI 1278.02,,74.876063,17.533125,0.2410,,2.43,,CANDIDATE
KOI 1279.01,,77.441748,11.886136,0.1090,,1.31,,CANDIDATE
KOI 1279.02,,77.441748,11.886136,0.0840,,0.74,,CANDIDATE
KOI 1281.01,,75.694232,16.099554,0.2550,,1.83,,CANDIDATE
KOI 1282.01,,77.641052,12.096064,0.2000,,3.00,,CANDIDATE
KOI 1283.01,,78.380718,10.258816,0.0780,,1.46,,CANDIDATE
KOI 1285.01,,79.726351,14.288197,0.0180,,6.36,,CANDIDATE
KOI 1288.01,,79.263127,16.006115,0.4790,,10.05,,CANDIDATE
KOI 1298.01,,80.320055,13.093244,0.0800,,1.96,,CANDIDATE
KOI 1299.01,,80.633087,13.488222,0.3030,,9.61,,CANDIDATE
KOI 1300.01,,80.289142,14.570790,0.0120,,1.05,,CANDIDATE
KOI 1301.01,,80.077739,13.327502,0.1010,,2.39,,CANDIDATE
KOI 1301.02,,80.077739,13.327502,0.2090,,2.20,,CANDIDATE
KOI 1302.01,,79.183056,15.927299,0.2850,,2.65,,CANDIDATE
KOI 1303.01,,80.843800,12.885735,0.2000,,4.96,,CANDIDATE
KOI 1304.01,,81.479736,11.415910,0.0540,,1.51,,CANDIDATE
KOI 1305.01,,79.874007,14.535446,0.0350,,1.25,,CANDIDATE
KOI 1305.02,,79.874007,14.535446,0.0630,,1.12,,CANDIDATE
KOI 1306.01,,79.886423,15.063923,0.0280,,1.25,,CANDIDATE
KOI 1306.02,,79.886423,15.063923,0.0440,,1.39,,CANDIDATE
KOI 1306.03,,79.886423,15.063923,0.0630,,1.43,,CANDIDATE
KOI 1307.01,,80.098125,14.972575,0.2390,,3.03,,CANDIDATE
KOI 1307.02,,80.098125,14.972575,0.1410,,2.55,,CANDIDATE
KOI 1308.01,,78.049770,18.134396,0.1590,,2.12,,CANDIDATE
KOI 1309.01,,79.303578,16.141971,0.1010,,2.83,,CANDIDATE
KOI 1310.01,,78.700452,18.197564,0.1410,,2.12,,CANDIDATE
KOI 1311.01,,77.849740,19.413173,0.3820,,4.24,,CANDIDATE
KOI 1312.01,,78.513376,18.664027,0.0680,,1.59,,CANDIDATE
KOI 1314.01,,78.045345,18.278465,0.0900,,3.46,,CANDIDATE
KOI 1315.01,,81.326877,12.330987,0.0740,,1.47,,CANDIDATE
KOI 1316.01,,79.692717,15.070779,0.0820,,1.47,,CANDIDATE
KOI 1316.02,,79.692717,15.070779,0.1130,,1.47,,CANDIDATE
KOI 1320.01,,72.389441,9.356076,0.0880,,8.09,,CANDIDATE
KOI 1323.01,,73.354307,7.476527,0.0490,,7.38,,CANDIDATE
KOI 1325.01,,73.596450,7.474471,0.0870,,4.00,,CANDIDATE
KOI 1328.01,,73.264069,7.671573,0.3380,,4.80,,CANDIDATE
KOI 1329.01,,73.099350,7.966745,0.1880,,2.87,,CANDIDATE
KOI 1331.01,,72.975212,8.659160,0.0630,,1.73,,CANDIDATE
KOI 1332.01,,71.192615,12.606909,0.1350,,2.66,,CANDIDATE
KOI 1332.02,,71.192615,12.606909,0.0630,,1.50,,CANDIDATE
KOI 1335.01,,71.564111,10.979152,0.5030,,7.74,,CANDIDATE
KOI 1336.01,KEPLER-58 b,73.418970,7.266447,0.0910,,2.78,,CONFIRMED
KOI 1336.02,KEPLER-58 c,73.418970,7.266447,0.1210,,2.86,,CONFIRMED
KOI 1337.01,,69.923511,14.844810,0.0280,,1.15,,CANDIDATE
KOI 1338.01,,72.304948,10.257562,0.0410,,1.41,,CANDIDATE
KOI 1338.02,,72.304948,10.257562,0.2260,,1.60,,CANDIDATE
KOI 1339.01,,69.449055,15.520835,0.0510,,1.82,,CANDIDATE
KOI 1341.01,,71.845679,11.579742,0.0550,,1.68,,CANDIDATE
KOI 1342.01,,73.071709,8.481056,0.0450,,1.24,,CANDIDATE
KOI 1342.02,,73.071709,8.481056,0.0750,,1.87,,CANDIDATE
KOI 1344.01,,69.554481,15.330284,0.0500,,0.89,,CANDIDATE
KOI 1353.01,,77.146649,8.386580,0.5290,,18.92,,CANDIDATE
KOI 1353.02,,77.146649,8.386580,0.2230,,3.87,,CANDIDATE
KOI 1355.01,,76.099495,9.911279,0.2620,,4.76,,CANDIDATE
KOI 1356.01,,75.335000,11.871878,,,8.82,,CANDIDATE
KOI 1357.01,,76.905542,7.405132,0.0390,,2.73,,CANDIDATE
KOI 1358.01,,76.611587,9.466678,0.0560,,2.12,,CANDIDATE
KOI 1358.02,,76.611587,9.466678,0.0750,,1.56,,CANDIDATE
KOI 1358.03,,76.611587,9.466678,0.0420,,1.11,,CANDIDATE
KOI 1359.01,,74.542630,12.394085,0.2030,,3.08,,CANDIDATE
KOI 1359.02,,74.542630,12.394085,0.4060,,6.46,,CANDIDATE
KOI 1360.01,,73.316297,15.581355,0.2000,,2.58,,CANDIDATE
KOI 1360.02,,73.316297,15.581355,0.1080,,2.24,,CANDIDATE
KOI 1361.01,,76.009607,9.581641,0.2420,,2.17,,CANDIDATE
KOI 1362.01,,71.682773,18.771949,0.1290,,2.29,,CANDIDATE
KOI 1363.01,,73.537148,14.465446,0.0460,,2.14,,CANDIDATE
KOI 1363.02,,73.537148,14.465446,0.0630,,1.82,,CANDIDATE
KOI 1364.01,,76.128000,9.257622,0.1420,,3.44,,CANDIDATE
KOI 1364.02,,76.128000,9.257622,0.0690,,2.69,,CANDIDATE
KOI 1364.03,,76.128000,9.257622,0.0980,,2.59,,CANDIDATE
KOI 1364.04,,76.128000,9.257622,0.0450,,1.95,,CANDIDATE
KOI 1364.05,,76.128000,9.257622,0.0350,,1.75,,CANDIDATE
KOI 1366.01,,73.037700,15.510148,0.1410,,2.80,,CANDIDATE
KOI 1366.02,,73.037700,15.510148,0.2810,,3.44,,CANDIDATE
KOI 1367.01,,73.257402,15.175733,0.0120,,1.40,,CANDIDATE
KOI 1369.01,,75.686619,10.938839,0.0410,,1.50,,CANDIDATE
KOI 1370.01,,71.950883,18.293369,0.0670,,1.68,,CANDIDATE
KOI 1372.01,,76.322400,8.829215,0.3300,,2.10,,CANDIDATE
KOI 1375.01,,73.495807,14.121214,0.9630,,6.65,,CANDIDATE
KOI 1376.01,,74.374758,12.321364,0.0830,,2.41,,CANDIDATE
KOI 1377.01,,76.173643,9.876669,0.0950,,1.60,,CANDIDATE
KOI 1378.01,,76.489208,9.663404,0.1330,,1.24,,CANDIDATE
KOI 1379.01,,76.123429,9.907596,0.0600,,1.06,,CANDIDATE
KOI 1382.01,,75.437820,19.592613,0.0510,,22.64,,CANDIDATE
KOI 1385.01,,77.569289,13.889376,0.1340,,55.21,,CANDIDATE
KOI 1387.01,,76.927356,13.903762,0.1580,,45.27,,CANDIDATE
KOI 1391.01,,78.008657,11.898291,0.0790,,8.15,,CANDIDATE
KOI 1393.01,,75.386829,18.560520,0.0230,,2.13,,CANDIDATE
KOI 1395.01,,75.203943,18.006172,0.0650,,3.48,,CANDIDATE
KOI 1396.01,,76.839137,16.232320,0.0690,,2.71,,CANDIDATE
KOI 1396.02,,76.839137,16.232320,0.0470,,1.77,,CANDIDATE
KOI 1397.01,,80.650129,8.562478,0.0550,,1.97,,CANDIDATE
KOI 1398.01,,76.140876,17.030512,0.0610,,3.04,,CANDIDATE
KOI 1399.01,,78.839034,10.696757,0.0780,,2.47,,CANDIDATE
KOI 1401.01,,78.457067,11.269458,0.0150,,1.54,,CANDIDATE
KOI 1402.01,,78.828555,10.559811,0.0730,,2.26,,CANDIDATE
KOI 1403.01,,77.293286,14.076599,0.1140,,1.74,,CANDIDATE
KOI 1404.01,,75.899559,16.114263,0.0960,,1.90,,CANDIDATE
KOI 1405.01,,75.510953,18.589780,0.1040,,2.53,,CANDIDATE
KOI 1406.01,,76.514774,16.057169,0.1000,,2.69,,CANDIDATE
KOI 1407.01,,75.795607,16.883373,0.0240,,0.76,,CANDIDATE
KOI 1408.01,,77.203902,14.179678,0.0960,,1.24,,CANDIDATE
KOI 1409.01,,76.154827,17.575310,0.1140,,2.69,,CANDIDATE
KOI 1410.01,,76.229830,17.462250,0.1240,,2.33,,CANDIDATE
KOI 1412.01,,77.138849,13.547448,0.2260,,2.52,,CANDIDATE
KOI 1413.01,,75.612195,17.299628,0.0980,,1.43,,CANDIDATE
KOI 1419.01,,78.925149,18.454544,0.0230,,8.31,,CANDIDATE
KOI 1420.01,,79.998626,15.520428,0.0990,,4.14,,CANDIDATE
KOI 1421.01,,79.903152,17.237716,,,9.90,,CANDIDATE
KOI 1422.01,,79.901188,18.014576,0.0520,,2.18,,CANDIDATE
KOI 1422.02,,79.901188,18.014576,0.1170,,2.28,,CANDIDATE
KOI 1422.03,,79.901188,18.014576,0.0380,,1.03,,CANDIDATE
KOI 1423.01,,78.732609,19.202290,0.4450,,4.34,,CANDIDATE
KOI 1424.01,,81.630990,14.639419,0.0200,,1.47,,CANDIDATE
KOI 1425.01,,82.188787,12.003789,0.0310,,2.22,,CANDIDATE
KOI 1426.01,,78.460575,19.839949,0.2260,,3.14,,CANDIDATE
KOI 1426.02,,78.460575,19.839949,0.3490,,7.63,,CANDIDATE
KOI 1426.03,,78.460575,19.839949,0.5550,,16.45,,CANDIDATE
KOI 1427.01,,79.585526,16.968945,0.0300,,1.28,,CANDIDATE
KOI 1428.01,,80.825311,15.265090,0.0170,,1.55,,CANDIDATE
KOI 1429.01,,80.568614,14.142912,0.6730,,4.80,,CANDIDATE
KOI 1430.01,,78.470317,19.960939,0.0810,,2.17,,CANDIDATE
KOI 1430.02,,78.470317,19.960939,0.1370,,2.50,,CANDIDATE
KOI 1430.03,,78.470317,19.960939,0.3080,,2.47,,CANDIDATE
KOI 1431.01,,79.281994,17.446571,0.9830,,8.44,,CANDIDATE
KOI 1432.01,,78.261860,19.777382,0.0700,,2.16,,CANDIDATE
KOI 1432.02,,78.261860,19.777382,0.1180,,1.75,,CANDIDATE
KOI 1432.03,,78.261860,19.777382,0.0400,,1.33,,CANDIDATE
KOI 1433.01,,79.646060,17.558475,0.1380,,2.03,,CANDIDATE
KOI 1434.01,,79.204569,19.874723,0.0320,,1.22,,CANDIDATE
KOI 1435.01,,81.530182,12.436658,0.2270,,2.04,,CANDIDATE
KOI 1435.02,,81.530182,12.436658,0.0920,,1.93,,CANDIDATE
KOI 1436.01,,79.093780,19.509046,0.0350,,1.34,,CANDIDATE
KOI 1436.02,,79.093780,19.509046,0.1090,,1.83,,CANDIDATE
KOI 1436.03,,79.093780,19.509046,0.0590,,1.44,,CANDIDATE
KOI 1437.01,,79.751105,19.133079,0.0700,,1.71,,CANDIDATE
KOI 1438.01,,81.121980,13.713161,0.0690,,1.34,,CANDIDATE
KOI 1439.01,,80.150348,15.050186,1.1290,,7.80,,CANDIDATE
KOI 1440.01,,80.842824,13.732072,0.0740,,1.57,,CANDIDATE
KOI 1441.01,,81.839080,13.037856,0.0790,,1.64,,CANDIDATE
KOI 1442.01,,79.953717,18.383066,0.0150,,1.36,,CANDIDATE-FOP
KOI 1444.01,,82.158865,11.188364,0.2470,,3.18,,CANDIDATE
